 TICKER, CODE, EXCHANGE, NAME
PROF,PRN,TO,Profound Medical Corp
PTMN,KCAPL,US,KCAP Financial Inc. 6.125% NT 2022
PTMN,KJ7,F,Portman Ridge Finance Corporation
NGVC,N2V,F,Natural Grocers by Vitamin Cottage Inc
VOXX,VOX,F,VOXX International Corporation
CSTE,19C,F,Caesarstone Ltd
CATO,CO2A,F,The Cato Corporation
UONE,UONEK,US,Urban One Inc Class D
FRGI,F4R,F,Fiesta Restaurant Group Inc
LCTX,BT3,F,Lineage Cell Therapeutics Inc
PBYI,0PB,F,Puma Biotechnology Inc
RAD,RTA1,F,Rite Aid Corporation
MRCC,MRCCL,US,Monroe Capital Corporation 5.75% Notes due 2023
MHLD,MHLA,US,Maiden Holdings Ltd
CPSS,FC8,F,Consumer Portfolio Services Inc
GHL,GHL,F,GREENHILL - Frankfurt Stock Exchang
KMDA,KMDA,TA,Kamada
TUP,TUP,F,Tupperware Brands Corporation
FET,1FE,F,FORUM ENERGY TECH - Frankfurt Stock Exchang
FET,1FE,STU,FORUM ENERGY TECH (1FE.SG)
IMMP,IMM,AU,Immutep Ltd
MFIN,MFINL,US,Medallion Financial Corp
CONN,CN4,F,Conn's Inc
UFI,36A,F,athenahealth Inc
CPS,C31,F,Cooper-Standard Holdings Inc
DHC,DHCNI,US,DHCNI
DHC,DHCNL,US,Diversified Healthcare Trust
NGS,NGS,BE,NATURAL GAS SRVCS
ALYA,ALYA,TO,Alithya Group inc Class A
EHTH,M5V,BE,EHEALTH
EHTH,M5V,F,eHealth Inc
WPRT,WPRT,TO,Westport Fuel Systems Inc
DTIL,PBS,BE,PEP BOYS-MANNY M&J
DTIL,PBS,F,PEP BOYS-MANNY M&J - Frankfurt Stock Exchang
VFF,02V,BE,AVANTI MINING
VFF,02V,F,AVANTI MINING - Frankfurt Stock Exchang
VFF,VFF,TO,Village Farms International Inc
MITT,8AG,F,AG Mortgage Investment Trust Inc
CMT,XQN,BE,CORE MOLDING TECH
CMT,XQN,F,Core Molding Technologies Inc
CSSE,CSSEN,US,Chicken Soup for The Soul Entertainment 9 50 Notes due 2025
CSSE,CSSEP,US,Chicken Soup for The Soul Entertainment Inc Pref Series A
NAK,NDM,TO,Northern Dynasty Minerals Ltd
CMCT,CMCTP,US,Creative Media & Community Trust Corporation Preferred Series L
DBD,DBD,XETRA,Diebold Nixdorf Inc
SLDB,B6C,BE,R.G.BARRY
XBIT,4XB,F,XBiotech Inc
MNOV,4875,TSE,MediciNova Inc
MNOV,RMN,F,MediciNova Inc
PRTK,N4CN,F,Paratek Pharmaceuticals Inc
ONCY,ONC,TO,Oncolytics Biotech Inc
AGBA,AGBAR,US,AGBA Acquisition Limited
AGBA,AGBAU,US,AGBA Acquisition Ltd
PCYG,PJ4A,F,Park City Group Inc
RDI,RDIB,US,Reading International B Inc
CBAT,B6JA,MU,CHINA BAK BATTERY
CBAT,B6JA,F,China BAK Battery Inc
CBAT,B6JA,STU,China BAK Battery Inc. (B6JA.S
SPRO,2HA,F,HOMEAWAY - Frankfurt Stock Exchang
SPRO,2HA,STU,2HA
THTX,TH,TO,Theratechnologies Inc.
THM,ITH,TO,International Tower Hill Mines Ltd
FAT,FATBP,US,FAT Brands Inc
ASM,ASM,TO,Avino Silver & Gold Mines Ltd
ASM,GV6,F,Avino Silver & Gold Mines Ltd
ASM,GV6,BE,AVINO SILVER & GOLD
AXAS,ABP,F,PANERA BREAD-A - Frankfurt Stock Exchang
ORN,0OM,F,Orion Group Holdings Inc
CODX,C97,F,CB GOLD - Frankfurt Stock Exchang
CODX,C97,STU,CB GOLD (C97.SG)
CODX,C97,BE,CB GOLD
TMDI,TMD,TO,Titan Medical Inc
VSTM,2VS,F,Verastem Inc
VSTM,2VS,STU,VERASTEM (2VS.SG)
SPPI,NTR,F,Spectrum Pharmaceuticals Inc
SPPI,NTR,STU,Spectrum Pharmaceuticals Inc
SPPI,NTR,BE,Spectrum Pharmaceuticals Inc
TAST,XQC,F,Carrols Restaurant Group Inc
VAPO,VA21,F,Vapotherm Inc
PIRS,PI6,F,Pieris Pharmaceuticals Inc
ENZ,ENZ,F,ENZO BIOCHEM - Frankfurt Stock Exchang
GALT,PHPN,F,Galectin Therapeutics Inc
AXDX,1A8,F,Accelerate Diagnostics Inc
ASMB,V7B1,F,Assembly Biosciences Inc
VGZ,VGZ,TO,Vista Gold Corporation
BCLI,GHDN,BE,BRAINSTORM CELL
CGEN,CGEN,TA,Compugen
TZOO,TXM1,F,Travelzoo
GEOS,OYO,F,Geospace Technologies Corporation
AAOI,A59,F,APPLIED OPTOELECTR
CRIS,CUSA,F,Curis Inc
SNCR,H6K,F,Synchronoss Technologies Inc
RFIL,RF5,F,RF Industries Ltd
APTO,APS,TO,Aptose Biosciences Inc
TXMD,29T,F,TherapeuticsMD Inc
NAII,NA2,F,Natural Alternatives International Inc
NAII,NA2,STU,NAT ALTERN INTL (NA2.SG)
GAIA,GA6,F,GAIAM-A - Frankfurt Stock Exchang
GAIA,GA6,BE,GAIAM-A
KTCC,KT1,F,Key Tronic Corp
ADES,OXQ1,BE,ADVANCED EMISSIONS
ADES,OXQ1,STU,Advanced Emissions Solutions Inc
AUMN,AUMN,TO,Golden Minerals Company
PLAG,A50,F,American Lorain Corporation
PLAG,A50,STU,American Lorain Corporation
DRTT,DRT,TO,Dirtt Environmen
NVCN,NVCN,TO,Neovasc Inc
SEED,39O1,F,Origin Agritech Ltd
AWH,CUL1,F,Aspira Women's Health Inc
PRTY,5PY,F,Party City Holdco Inc
MOGO,MOGO,TO,Mogo Inc
MOGO,SGCC,F,DIFFERENCE CAPITAL FINANCI
XPL,SLR,TO,Solitario Exploration & Royalty Corp
GP,GPV,V,GreenPower Motor Company Inc
BWEN,9IRA,STU,BROADWIND ENRGY (9IRA.SG)
BWEN,9IRA,BE,BROADWIND ENRGY
BWEN,9IRA,F,Broadwind Inc
UIHC,0UI,F,United Insurance Holdings Corp
BLRX,BLRX,TA,BioLine RX Ltd
EMKR,ER2N,STU,EMCORE (ER2N.SG)
EMKR,ER2N,F,EMCORE Corporation
EMKR,ER2N,MU,EMCORE
LPCN,2VT,F,Lipocine Inc
MEIP,MMIA,F,MEI Pharma Inc
NTWK,NS9B,STU,NETSOL TECH (NS9B.SG)
NTWK,NS9B,F,NetSol Technologies Inc
UTSI,UT5A,F,UTStarcom Holdings Corp
UTSI,UTSI,MX,UTStarcom Holdings Corp
BCEL,0C1,MU,COLOSSUS MINERALS
BCEL,0C1,STU,0C1
BCEL,0C1,F,COLOSSUS MINERALS - Frankfurt Stock Exchang
FRSX,FRSX,TA,Foresight Autonomous Holdings Ltd
MDNA,MDNA,TO,Medicenna Therapeutics Corp
WVVI,WVVIP,US,Willamette Valley Vineyards Inc PR
NYMX,NYM,F,Nymox Pharmaceutical Corporation
ENG,4EG,F,ENGlobal Corporation
EVGN,EVGN,TA,Evogene
RAVE,PZ1,F,RAVE Restaurant Group Inc
ZYNE,6ZY,F,Zynerba Pharmaceuticals Inc
SEAC,SEAC,F,UBS (Lux) Fund Solutions - MSCI World Socially Responsible UCITS ETF
ACST,ACST,V,Acasti Pharma Inc
IDRA,HXXB,F,Idera Pharmaceuticals Inc
CLIR,4CC,F,ClearSign Technologies Corporation
CNTG,39K,F,Centogene N.V
APM,A1V,F,AVNEL GOLD MINING - Frankfurt Stock Exchang
CANF,CANF,TA,Can Fite Biopharma Ltd
IMV,IMV,TO,IMV Inc.
CREG,CR9,BE,CHINA RECYCL
CREG,CR9,STU,CHINA RECYCL (CR9.SG)
CREG,CR9,F,CHINA RECYCL - Frankfurt Stock Exchang
ECOR,43E,BE,ENTROPIC COMM
ECOR,43E,F,ENTROPIC COMM - Frankfurt Stock Exchang
GENE,GTG,AU,Genetic Technologies Ltd
KIQ,KLS,TO,Kelso Technologies Inc
IGC,IGS1,F,India Globalization Capital Inc
MOXC,4QL,F,NAPEC Inc
PZG,P9G,STU,PARAMOUNT GLD NV (P9G.SG)
PZG,P9G,F,Paramount Gold Nevada Corp
AEZS,AEZS,TO,Aeterna Zentaris Inc
AEZS,ET82,F,Aeterna Zentaris Inc
WHLR,WHLRD,US,Wheeler Real Estate Investment Trust Inc
WHLR,WHLRP,US,Wheeler Real Estate Investment Trust Inc Pref
SLGG,8LG,F,Super League Gaming Inc
MDRR,MDRRP,US,Medalist Diversified Reit Inc PR
MARK,3SWN,F,REMARK MED - Frankfurt Stock Exchang
MARK,3SWN,BE,REMARK MED
RMTI,RWM,F,Rockwell Medical Inc
RMTI,RWM,BE,ROCKWELL MEDICAL
RMTI,RWM,STU,ROCKWELL MEDICAL (RWM.SG)
PSTV,XMPA,F,CYTORI THERAPEUTICS - Frankfurt Stock Exchang
PSTV,XMPA,MU,CYTORI THERAPEUTICS
PSTV,XMPA,BE,CYTORI THERAPEUTICS
PSTV,XMPA,STU,CYTORI THERAPEUTICS (XMPA.SG)
ALRN,015,STU,SPROTT RESOURCE (015.SG)
ALRN,015,F,SPROTT RESOURCE - Frankfurt Stock Exchang
KZIA,KZA,AU,Kazia Therapeutics Ltd
KZIA,NV9,F,Kazia Therapeutics Limited
HSDT,HSM,TO,Helius Medical Technologies Inc
MDGS,MDGS,TA,Medigus Ltd
CYAN,JC7A,BE,CYANOTECH
MIND,MI7,STU,MITCHAM INDUSTRIES (MI7.SG)
MIND,MI7,F,MIND Technology Inc
MIND,MINDP,US,Mind Technology Inc Pref A
BIMI,63NN,STU,BOQI International Medical Inc
UUU,UUU,F,3U Holding AG
NEPT,NEPT,TO,Neptune Wellness Solutions Inc
CETX,CETXP,US,Cemtrex Inc Pref
AGTC,2GT,F,Applied Genetic Technologies Corporation
CO,6CB,STU,CHINA CORD BL (6CB.SG)
CO,6CB,F,Global Cord Blood Corporation
ESSC,ESSCR,US,East Stone Acquisition Corporation
ESSC,ESSCU,US,East Stone Acquisition Corp
RNWK,RNWA,F,RealNetworks Inc
RNWK,RNWA,BE,REALNETWORKS
RNWK,RNWA,STU,REALNETWORKS (RNWA.SG)
TBK,TBKCP,US,Triumph Bancorp Inc
THCA,THCAU,US,Tuscan Holdings Corp II
TRQ,IHM,F,Turquoise Hill Resources Ltd
TRQ,TRQ,TO,Turquoise Hill Resources Ltd.
WETF,1WT,F,WisdomTree Investments Inc
XSPA,V9G,F,VRINGO - Frankfurt Stock Exchang
XSPA,V9G,BE,VRINGO
