 TICKER, NAME, TITLE, YEAR BORN
IPO,Mr. Darren W. Dittmer,Chief Financial Officer,1969
IPO,Mr. Thane A. E. Jensen P.Eng.,VP of Operations,1966
IPO,Mr. Kevin  Yakiwchuk,VP of Exploration,1971
IPO,Mr. Gordon L. Reese,VP of Bus. Devel.,1957
IPO,Mr. Michael D. Sandrelli,Corp. Sec.,1969
ISV,"Mr. Shawn B. Peters BComm, CA, CPA",Pres & CEO,NA
ISV,Mr. Loren  Cisyk,Exec. VP of Technology Solutions,NA
ISV,Ms. Kathy E. Hillman-Weir,"Exec. VP, Chief Corp. Officer, Gen. Counsel & Corp. Sec.",NA
ISV,"Mr. Jeff  Stusek B.Admin, MBA",Advisor,NA
ISV,Ms. Clare Emma Colledge,Pres of ESC Corp. Services Ltd.,NA
ISV,"Mr. Robert Jeffrey Antochow C.A., CPA",Chief Financial Officer,NA
ISV,Mr. Jonathan  Hackshaw,Sr. Director of Investor Relations & Capital Markets,NA
ISV,Mr. Laurel  Garven,VP of Corp. Devel. & Bus. Strategy,NA
ISV,Ms. Catherine  McLean,VP of People & Culture,NA
ISV,Mr. Kenneth W. Budzak,Exec. VP of Registry Operations,NA
ITE,Mr. Majid  Shafiq,CEO & Exec. Director,1965
ITE,Mr. Tim  Stephenson,VP of Corp. Devel.,NA
ITE,Mr. Ryan J. M. Heath,Pres of Canada,NA
ITE,Mr. Mark Gregory Hadley P.Geol,VP of Exploration,NA
ITE,Mr. John S. Woods,Chief Operating Officer of i3 Energy North Sea Limited,NA
ITE,Mr. Ian Patrick Schafer,Chief Operating Officer of i3 Energy Canada Ltd,NA
ITH,Mr. Karl M. L. Hanneman,CEO & Director,1958
ITH,"Mr. David Allen Cross C.P.A., CGA, CPA",Chief Financial Officer,1976
ITH,Mr. Richard J. Solie Jr.,Investor & Community Relations Mang.,NA
ITH,Ms. Debbie L. Evans,Corp. Controller & Corp. Sec.,NA
IVN,Ms. Martie  Cloete,Pres,1977
IVN,Mr. David Harry Van Heerden,Chief Financial Officer,NA
IVN,Dr. Setha Patricia Makhesha,Exec. VP of Sustainability & Special Projects,NA
IVN,Mr. Peter  Zhou,Exec. VP of China,NA
IVN,Mr. Mark  Farren,Chief Operating Officer,1966
IVN,Mr. Pierre  Joubert,Exec. VP of Technical Services,NA
IVN,Mr. Matthew Richard Keevil,Director of Investor Relations & Corp. Communications,NA
IVN,Ms. Mary A. Vincelli,VP of Compliance & Corp. Sec.,NA
IVN,Mr. Alex  Pickard,VP of Corp. Devel.,NA
IVN,Mr. Stephen  Torr P.Geo.,Sr. VP of Geosciences,NA
IVQ,"Mr. Scott Eric White CPA, J.D.",Chairman & CEO,1974
IVQ,Mr. Scott  Higgs,Chief Financial Officer,1983
IVQ,Mr. Adlai  Chester,Chief Investment Officer & Non-Independent Director,1982
IVQ,Mr. Jim  Rees,Director of Accounting,NA
IVQ,Ms. Kari  Onweller,"Sr. VP, Partner & Investor Relations",NA
IVQ,Christine  Johnson,Director of Marketing,NA
IVQ,Ms. Julie  Michael,Exec. Assistant & HR Coordinator,NA
IVQ,Mr. Dennis  Dechow,Sr. VP of Asset Services,NA
IVQ,Mr. Bryan E. Hickman,Sr. VP of Investments,NA
IVQ,Mr. Quinn  Haselhorst,Sr. VP of Fin.,NA
JAG,"Mr. Vernon Casey Baker MBA, Mining Eng.",Pres & CEO,NA
JAG,"Mr. Hashim  Ahmed C.A., CPA",Chief Financial Officer,NA
JAG,Mr. Eric Alexandre Duarte Ferreira,Vice-Pres of Operations,NA
JAG,Ms. Marina Fagundes de Freitas,VP of Corp. Devel.,NA
JAG,Mr. Wilson C. Chaves,Chief Metallurgist,NA
JAG,Mr. Jonathan Victor Hill B.Sc.,VP of Exploration & Mine Geology,NA
JOY,Mr. Alexander G. Verge,"Pres, CEO & Director",1961
JOY,Mr. Gerald N. Gilewicz C.M.A.,CFO & Corp. Sec.,1960
JOY,Mr. Brett R. Boklaschuk,VP of Exploration,NA
JOY,Mr. Richard  Tracy,VP of Operations,NA
JWEL,Mr. Michael  Pilato,"Pres, CEO & Director",1975
JWEL,Mr. Christopher  Snowden,CFO & Corp. Sec.,NA
JWEL,Ms. Regan  Stewart,Chief Operations & People Officer,NA
JWEL,Mr. John  Doherty,Chief Science & Innovation Officer,1973
JWEL,Mr. Don  Bird,Exec. VP of USA & Global Strategic Partners,1964
JWEL,Ruth  Winker,Corp. Communications Director,NA
JWEL,Mr. Eric  Bentz,Sr. VP of Global Marketing & MD of China,NA
JWEL,Mr. Paul  Galbraith,Sr. VP & MD of Canada,NA
JWEL,Mr. Joel  Scales,"Exec. VP of Jamieson Worldwide, Global Strategy & E-Commerce",NA
K,Mr. J. Paul Rollinson,"Pres, CEO & Director",1962
K,Ms. Andrea Susan Freeborough,Exec. VP & CFO,NA
K,Mr. Claude J. S. Schimper,Exec. VP & COO,NA
K,Mr. Geoffrey P. Gold,Exec. VP of Corp. Devel. & External Relations and Chief Legal Officer,NA
K,Mr. Ned  Jalil,Sr. Vice-Pres & Chief Technical Officer,NA
K,Mr. Chris  Lichtenheldt,VP of Investor Relations,NA
K,Louie  Diaz,VP of Corp. Communications,NA
K,Ms. Kathleen Jackson Allamby,Exec. Assistant to CFO & Sr. VP of Global HR,NA
K,Ms. Kathleen M. Grandy J.D.,Sr. Vice-Pres of HR,NA
K,Mr. Nathan M. Longenecker,"Sr. VP ,Gen. Counsel, Global Legal Operations & Major Permitting",NA
KBL,"Ms. Linda Jane McCurdy M.B.A., MBA","Pres, CEO & Director",1968
KBL,"Ms. Kristie L. Plaquin C.A., CPA, CPA, CA",Chief Financial Officer,NA
KBL,Mr. Sean P. Curtis,"Sr. VP, COO & GM",NA
KBL,Mr. Sean L. Jackson,Gen. Mang. of Regina,NA
KBL,Mr. Michael W. Jones,Managing Director of Fishers Services Limited,NA
KBL,Mr. Timothy Douglas Bruns,Pres of Unitrin Specialty,NA
KBL,Mr. Ronald J. Graham,Gen. Mang. of Vancouver Plant,NA
KBL,Mr. Jeffrey R. Gannon,Gen. Mang. of Calgary Plant,NA
KBL,Mr. Kevin J. Stephenson,Gen. Mang. of Toronto,NA
KBL,Ms. Jessica  Lévesque,Director Général of Quebec,NA
KEC,Mr. Patrick  Carlson P.Eng.,CEO & Director,1954
KEC,Mr. Jakub  Brogowski,Chief Financial Officer,NA
KEC,Ms. Sue  Kuethe,Exec. VP of Land & Community Inclusion,NA
KEC,Mr. Kurt Bradley Molnar,Sr. VP of Bus. Devel.,NA
KEC,Mr. Michael Alexander Hantzsch,Sr. VP of Midstream & Market Devel.,NA
KEC,Mr. J. Michael Backus P.Eng.,Chief Operating Officer of Upstream,1971
KEC,Ms. Janet E. Annesley,Chief Sustainability Officer,NA
KEC,Mr. John  Maniawski,Pres of Green Energy Division,NA
KEC,Mr. Mark J. Friesen,Director of Investor Relations,NA
KEC,Mr. Jim  Floyd,Sr. VP of Power & Green Energy Division,NA
KEI,Mr. Wolf E. Regener,"Pres, CEO & Director",1965
KEI,"Mr. Gary W. Johnson CPA, CPA",CFO & VP,NA
KEI,Mr. Allan  Hemmy,Sr. Geologist,NA
KEI,Mr. Steve  Raunsbak,Controller,NA
KEL,Mr. David John Wilson,"CEO, Pres & Non-Independent Director",1960
KEL,Mr. Sadiq H. Lalani,VP & CFO,NA
KEL,Mr. Douglas O. MacArthur,VP of Operations,NA
KEL,Mr. Douglas Jeffery Errico,Sr. VP of Land & Corp. Devel.,NA
KEL,Mr. Patrick W. G. Miles,VP of Exploration,NA
KEL,Ms. Carol  Van Brunschot,VP of Marketing,NA
KEL,Ms. Louise K. Lee,Company Sec.,NA
KEY,Mr. C. Dean Setoguchi,"Pres, CEO & Director",1967
KEY,Ms. Eileen  Marikar,Sr. VP & CFO,NA
KEY,Ms. Nancy L. Brennan,Sr. VP of Sustainability & External Affairs and Gen. Counsel,NA
KEY,"Mr. K. James Urquhart P.Eng., MBA",Sr. VP & Chief Commercial Officer,NA
KEY,Mr. Jarrod  Beztilny,Sr. VP of Operations & Engineering,NA
KEY,Ms. Desiree  Crawford,"Sr. VP of Safety, People & Technology",NA
KEY,Dan  Cuthbertson,Director of Investor Relations,NA
KEY,Mr. Marty  Buller,VP of Corp. Devel. & Planning,NA
KEY,Mr. Darren  Rousch,VP of Marketing & US Operations,NA
KEY,Calvin  Locke,Mang. of Investor Relations,NA
KITS,Mr. Roger V. Hardy,"Co-Founder, CEO & Chairman",1969
KITS,Ms. Sabrina  Liak,"Co-Founder, Pres, CFO, Corp. Sec. & Director",1979
KITS,Mr. Joseph  Thompson,Co-Founder & COO,NA
KITS,Mr. Arshil  Abdulla,Chief Technology Officer,NA
KITS,Mr. Robert  Long,Chief Information Officer,NA
KITS,Mr. Stefan Paul Harvalias,Chief Marketing Officer,NA
KITS,Mr. Tai  Silvey,Sr. VP of Operations,NA
KLS,"Mr. James Richard Bond B.Com., BComm","Pres, CEO & Director",1954
KLS,"Mr. Richard  Lee B.Com., C.M.A., CMA",Chief Financial Officer,1956
KLS,"Mr. Anthony J. Andrukaitis B.Sc, CPA, MBA","Exec. VP of Bus. Devel., COO & Director",1954
KLS,Patrick  Hankey,Controller,NA
KLS,Mr. Chris  Stewart,Pres of KIQ X Industries Inc.,1978
KLS,Ms. Kathy  Love,Corp. Sec.,NA
KLS,Mr. John R. O'Neill,Product Devel. Consultant,1949
KMP-UN,"Mr. Philip D. Fraser B.Comm, MBA, MURP","Pres, CEO & Exec. Trustee",1962
KMP-UN,"Ms. Dale  Noseworthy C.A., C.F.A., CPA, CA, CFA, CPA",Chief Financial Officer,NA
KMP-UN,"Mr. Robert G. Richardson B.Comm., F.C.A., FCA, FCPA",Exec. VP & Trustee,1962
KMP-UN,Ms. Ruth  Buckle-McIntosh,Sr. VP of Property Management,NA
KMP-UN,Mr. Michael  McLean,Sr. VP of Devel.,NA
KMP-UN,"Mr. Brian  Jessop C.P.M., P.Eng.",VP of Operations,NA
KMP-UN,Claire  Hawksworth,Mang. of Investor Relations & Sustainability,NA
KMP-UN,"Mr. Jeremy Winston Jackson B.B.A., M.B.A.",VP of Marketing & Gov. Relations,NA
KMP-UN,Ms. Colleen  McCarville,VP of HR,NA
KMP-UN,"Ms. Erin  Cleveland CPA, CA",Sr. VP of Fin.,NA
KNT,Mr. John Derek Lewins,CEO & Director,1958
KNT,"Mr. Justin J. Blanchet (Illinois), CA, CPA",Chief Financial Officer,1981
KNT,Mr. Warren  Uyen,Sr. VP of Operations,NA
KNT,"Mr. David  Medilek C.F.A., P.Eng.",VP of Bus. Devel. & Investor Relations,NA
KNT,"Dr. Christopher  Muller PGeo, Ph.D.",VP of Exploration,1975
KNT,Ms. Nancy La Couvee,Corp. Sec.,NA
KNT,Mr. Peter  Du Plessis,"Exec. Director of External Affairs, Projects & Services",NA
KPT,Mr. Dino J. Bianco,Chief Exec. Officer,1962
KPT,Mr. Mark  Holbrook,Chief Financial Officer,NA
KPT,Mr. Michel  Manseau,Sr. VP & GM of Consumer Bus. Canada - Kruger Products LP,NA
KPT,Mr. Gordon  Goss,Sr. VP and GM of Consumer Bus. USA & Mexico - Kruger Products LP,NA
KPT,Mr. Marc James Fitzgerald,Corp. VP of Technology & Product Devel. - Kruger Products LP,NA
KPT,"Mike  Baldesarra CPA, CA",Director of Investor Relations,NA
KPT,Mr. François  Paroyan,SVP of Gen. Counsel & Corp. Affairs and Corp. Sec.,NA
KPT,Mr. Rob  Latter,Sr. VP & GM of Away from Home Bus. - Kruger Products LP,NA
KPT,Ms. Nancy  Marcus,Chief Marketing Officer of Kruger Products LP,NA
KPT,Ms. Susan  Irving,Chief Marketing Officer of KPLP,NA
KRN,"Ms. Danielle  Favreau CPA, CA",Interim Chief Exec. Officer,NA
KRN,"Ms. Christie  Gradin C.A., CPA",Interim Chief Financial Officer,NA
KRN,Mr. V. E. Dale Burstall LL.B,Sec.,1961
KRN,Sabina  Shah,Assistant Sec.,NA
KRR,Mr. Paul Andre Huet Acc.Dir.,Exec. Chairman & CEO,1969
KRR,Mr. Barry L. Dahl Acc.Dir.,Chief Financial Officer,1964
KRR,Mr. Michael Benjamin Doolin Acc.Dir,Sr. VP of Technical Services,1962
KRR,Mr. Oliver  Turner,Exec. VP of Corp. Devel.,1987
KRR,Mr. Bevan  Jones,Chief Operating Officer,NA
KRR,Mr. Rob  Buchanan,Director of Investor Relations,NA
KRR,Mr. Greg  Mincham,VP of HR,NA
KRR,"Mr. John Joseph Leddy B.A., L.L.B.",Sr. Advisor - Legal & Strategic Matters,1968
KSI,Mr. Edmund  Ryan,"Co-Founder, CEO, Pres & Exec. Director",1964
KSI,Mr. Brian  Ahearne,"Co-Founder, Chief Information Officer & Company Sec.",1969
KSI,Mr. Kevin  Fitzgerald,"Co-founder, Chief Product Officer & Exec. Director",1970
KSI,Mr. Hugh  Kavanagh,Chief Financial Officer,1962
KSI,Mr. Keith  Holmes,Chief Technology Officer,NA
KSI,Ms. Laura  Sweet,VP of Marketing,NA
KSI,Mr. Jacob Hahn Michelsen,Sr. VP of Global Sales,1966
KSI,Fiona  McCarthy,Chief People & Culture Officer,NA
KXS,Mr. John Ernest Sicard,"CEO, Pres & Director",1963
KXS,Mr. Blaine  Fitzgerald,Exec. VP & CFO,NA
KXS,Ms. Megan  Paterson,Chief HR Officer,NA
KXS,Mr. Paul Z. Carreiro,Pres of Global Field Operations,NA
KXS,Mr. Rick  Wadsworth CA,VP Investor Relations,NA
KXS,Mr. Jamie  Hollingworth,Chief Legal Officer & Corp. Sec.,NA
KXS,Martin  Dubois,"Sr. Director of Security, Risk & Compliance",NA
KXS,Mr. Jay  Muelhoefer,Chief Marketing Officer,1972
KXS,Mr. David  Kelly,Exec. VP of Professional Services,NA
KXS,Mr. Gelu  Ticala,Exec. VP of Engineering,NA
L,"Mr. Galen G. Weston B.A., M.B.A, M.B.A.","Exec. Chairman, Pres, CEO & Member of Management Board",1973
L,Mr. Richard  Dufresne,CFO & Member of Management Board,NA
L,Ms. Jocyanne C. Bourdeau,Pres of Discount Division & Member of Management Board,1968
L,Mr. Greg  Ramier,Pres of Market Division & Member of Management Board,NA
L,Mr. Robert  Sawyer,COO & Member of Management Board,1954
L,Mr. Barry Kieran Columb,Pres of Pres's Choice Financial & Member of Management Board,1965
L,Mr. Kevin  Groh,Sr. VP of Corp. Affairs & Communications and Member of Management Board,NA
L,Mr. Mark W. H. Wilson,"Exec. VP, Chief HR Officer & Member of Management Board",1971
L,Mr. Ian  Freedman,Member of Management Board & Pres of Joe Fresh,NA
L,Mr. Jeffery  Leger,Member of Management Board & Pres of Shoppers Drug Mart,NA
L-PB,"Mr. Galen G. Weston B.A., M.B.A, M.B.A.","Exec. Chairman, Pres, CEO & Member of Management Board",1973
L-PB,Mr. Richard  Dufresne,CFO & Member of Management Board,NA
L-PB,Ms. Jocyanne C. Bourdeau,Pres of Discount Division & Member of Management Board,1968
L-PB,Mr. Greg  Ramier,Pres of Market Division & Member of Management Board,NA
L-PB,Mr. Robert  Sawyer,COO & Member of Management Board,1954
L-PB,Mr. Barry Kieran Columb,Pres of Pres's Choice Financial & Member of Management Board,1965
L-PB,Mr. Kevin  Groh,Sr. VP of Corp. Affairs & Communications and Member of Management Board,NA
L-PB,Mr. Mark W. H. Wilson,"Exec. VP, Chief HR Officer & Member of Management Board",1971
L-PB,Mr. Ian  Freedman,Member of Management Board & Pres of Joe Fresh,NA
L-PB,Mr. Jeffery  Leger,Member of Management Board & Pres of Shoppers Drug Mart,NA
LABS,Mr. Keith  Strachan,Co-Founder & Pres,NA
LABS,Mr. Greg  Hunter,Chief Financial Officer,NA
LABS,Mr. David A. Pidduck,CEO & Director,NA
LABS,Mr. Patrick  McCutcheon,Founder,NA
LABS,Mr. Saravan  Subramaniam,VP of Operations & Supply Chain,NA
LABS,Mr. Geoffrey  Marr,Exec. VP & Gen. Counsel,NA
LABS,Mr. Brett  Moon,VP of Sales,NA
LABS,Mr. Kirk  Binns,Exec. VP of Global Accounts,NA
LABS,Mr. Nigel  Dewsbury,Head of Quality,NA
LAC,Mr. Jonathan D. Evans,"Pres, CEO & Director",1971
LAC,"Mr. John Anthony Kanellitsas B.S., M.B.A., MBA",Exec. Vice Chair,1962
LAC,"Mr. Eduard K. Epshtein C.A., CA",Chief Financial Officer,1975
LAC,Mr. Alexander Hamilto Meikle,VP of Corp. Devel.,NA
LAC,Mr. Ignacio  Celorrio,Pres of Latin America,1972
LAC,Dr. Rene  LeBlanc,Chief Technical Officer,NA
LAC,Ms. Virginia  Morgan,Sr. Director of Investor Relations & ESG,NA
LAC,Ms. Jenna R. Virk,Corp. Sec. & Director of Legal Affairs,1978
LAC,Ms. Aubree  Barnum P.H.R.,VP of HR,NA
LAC,Mr. Dennis P. Bryan P.E.,Sr. VP of Devel.,NA
LAM,"Mr. Marc Charles Henderson BA Economics, CFA","Pres, CEO & Director",1960
LAM,Mr. Dennis George Gibson CPA,Chief Financial Officer,1949
LAM,Ann  Baines,Director of Investor Relations,NA
LAM,"Mr. Christopher E.O. Irwin B.A., L.L.B., L.L.M., LL.M., LLB, Q.C.",Company Sec.,1974
LAS-A,Ms. Nathalie  Lassonde,CEO & Vice-Chair of the Board of Directors,NA
LAS-A,Mr. Vincent R. Timpano,Pres & COO,NA
LAS-A,"Mr. Eric  Gemme CA, CBV, CPA",CFO & Sr. VP,NA
LAS-A,"Mr. Guy  Blanchette CA, F.C.A., FCMA, FCPA",Strategic Advisor of Chief Exec. Officer,NA
LAS-A,Ms. Caroline  Lemoine,Chief Legal Officer & Sec.,NA
LAS-A,Mr. Sylvain  Morissette,VP of Communications,NA
LAS-A,Mr. Mathieu  Simard,Chief HR Officer,NA
LAS-A,Mr. Pierre  Turner,"Sr. VP of Innovation, Quality & Sustainability",NA
LAS-A,Vito  Monopoli,Pres of Lassonde Specialties,NA
LAS-A,Mr. Cade  Culver,"Pres of Private Label Division of Lassonde Pappas & Company, Inc.",NA
LB,Ms. Rania  Llewellyn,"Pres, CEO & Director",1977
LB,"Mr. Yvan  Deschamps CPA, CGA",Exec. VP & CFO,NA
LB,Mr. Yves  Denomme,Exec. VP of Operations,NA
LB,Mr. William  Mason,Exec. VP & Chief Risk Officer,NA
LB,"Mr. Kelsey  Gunderson B.Sc., M.B.A.",Exec. VP of Capital Markets,NA
LB,Mr. André  Lopresti,Sr. VP & Chief Accountant,NA
LB,Ms. Susan  Cohen,Director of Investor Relations,NA
LB,Ms. Bindu  Cudjoe,Chief Legal Officer & Corp. Sec.,NA
LB,Merick  Seguin,Sr. Mang. of Media Relations,NA
LB,Mr. Sebastien  Belair,Exec. VP & Chief HR Officer,NA
LBS,"Mr. Mark A. Caranci B.Com., C.A., C.P.A., BComm, CPA, CA","Chief Exec. Officer, Pres and Director",NA
LBS,Mr. Jason P. Goletz,VP of Sales & Marketing,NA
LBS,"Mr. Christopher Z. Cullen BASc, C.F.A., M.B.A., MBA",Sr. VP,NA
LBS,"Ms. Ann P. Wong C.A., C.F.A., C.P.A., B.A., BA, MAcc, CPA, CA, (De",VP and Controller,NA
LCS,"Mr. Mark A. Caranci B.Com., C.A., C.P.A., BComm, CPA, CA","Chief Exec. Officer, Pres and Director",NA
LCS,Mr. Jason P. Goletz,VP of Sales & Marketing,NA
LCS,"Ms. Laura Wing-Sze W. Lau BASc (Hons), CFA, DMS",Sr. Portfolio Mang. and Sr. VP,NA
LCS,"Mr. Christopher Z. Cullen BASc, C.F.A., M.B.A., MBA",Sr. VP,NA
LCS,"Ms. Ann P. Wong C.A., C.F.A., C.P.A., B.A., BA, MAcc, CPA, CA, (De",VP and Controller,NA
LEV,Mr. Marc  Bedard,"Founder, CEO & Director",1964
LEV,Mr. Nicolas  Brunet,Exec. VP & CFO,1982
LEV,Mr. Francois  Duquette,"VP, Chief Legal Officer & Corp. Sec.",1973
LEV,Ms. Nathalie  Giroux,Chief People Officer,1976
LEV,Mr. Brian  Piern,Chief Commercial Officer,1969
LEV,Mr. Yannick  Poulin,Chief Operating Officer,1982
LEV,Mr. Rocco  Mezzatesta,Sr. VP of Product Devel. and Engineering & CTO,NA
LEV,Mr. Francois  Beaulieu,Chief Information Officer,NA
LEV,Ms. Isabelle  Adjahi,VP of Investor Relations & Sustainable Devel.,NA
LEV,Mr. Patrick  Gervais,"VP of Marketing, Communications & Commercial Devel.",NA
LFE,Mr. Stephen Wayne Finch,Portfolio Mang.,NA
LFE-PB,Mr. Stephen Wayne Finch,Portfolio Mang.,NA
LGD,"Dr. Joanna  Bailey B.Sc., C.A., CA (ICAS)",CFO & Corp. Sec.,NA
LGD,Dr. Jonathan  Gilligan Ph.D.,Chief Operating Officer,NA
LGD,"Dr. Moira T. Smith B.Sc., P.Geo.",VP of Exploration & Geoscience,NA
LGD,Mr. Brian  Martin C.F.A.,"VP, Bus. Devel.",NA
LGD,"Mr. Jason Mark Attew B.Sc., M.B.A.","Pres, CEO & Director",1970
LGD,Susie  Bell,Mang. of Investor Relations,NA
LGD,Mr. Mischa  Zajtmann L.L.B,Corp. Counsel,NA
LGD,Mr. Darin Matthew Smith,Sr. VP of Corp. Devel.,NA
LGD,Mr. Ender  Ozaydin,Country Mang. of Turkey,NA
LGO,Mr. Paulo Guimarães Misk,"Pres, CEO & Director",1963
LGO,"Mr. Ernest M. Cleave C.A., CPA, M.B.A.",Chief Financial Officer,1969
LGO,Mr. Paul  Vollant,Director of Sales & Trading,1984
LGO,Mr. Nilson Luciano Chaves,VP of Fin. & Admin. - Brazil,NA
LGO,Alex  Guthrie,Sr. Mang. of External Relations,NA
LGO,Liz  Valente,Gen. Counsel & Corp. Sec.,NA
LGO,Alvaro Jose Do Carmo Resende,Production Director,NA
LGO,Mr. David  Harris,Corp. Controller,NA
LGO,Mr. Kurt  Menchen,Advisor,1951
LGT-A,Ms. Madeleine M. Paquin CM,"Pres, CEO & Director",1962
LGT-A,"Ms. Ingrid  Stefancic L.L.B., LL.B.",VP of Corp. & Legal Services and Corp. Sec.,NA
LGT-A,Mr. Michel  Miron,Exec. VP,NA
LGT-A,Mr. Rodney  Corrigan,Pres of Logistec Stevedoring Inc,NA
LGT-A,"Mr. Carl  Delisle C.A., CPA",Chief Financial Officer,NA
LGT-A,Mr. Martin  Ponce,Chief Information Officer,NA
LGT-A,"Ms. Marie-Chantal  Savoy FCIS, L.L.B.",Vice-Pres of Strategy & Communications,NA
LGT-A,Ms. Suzanne  Paquin,VP & Director,NA
LGT-A,Mr. Alain  Sauriol M.Sc.,Pres of Sanexen,NA
LGT-A,Mr. Benoit  Côté,Pres of Sanexen Water Inc,NA
LIF,Mr. John F. Tuer,"Pres, CEO & Director",1965
LIF,Mr. Alan Richard Thomas,Chief Financial Officer,1943
LIF,Ms. Sandra L. Rosch,Exec. VP & Director,1960
LIF,Robert O. Hansen,Sec.,NA
LN,Mr. Jacob  Graber,"Chief Exec. Officer, Pres, Chief Operations Officer and Director",NA
LN,Mr. David E. Price Esq.,Corp. Sec. and Counsel,1965
LNF,Mr. Michael J. Walsh,"Pres, CEO & COO",NA
LNF,Mr. Constantine  Pefanis,Chief Financial Officer,NA
LNF,Mr. Graeme  Leon,Pres of Leon's Furniture Division,NA
LNF,Mr. Dave Brian Freeman,Pres of the Brick Division,NA
LNF,Mr. John A. Cooney,VP of Legal & Corp. Sec.,NA
LNF,Mr. Daniel Christopher Leon,Vice-Pres of Operations at The Brick Ltd,NA
LNR,Ms. Linda S. Hasenfratz,Exec. Chairman & CEO,1966
LNR,Mr. Jim  Jarrell,"Pres, COO & Director",1964
LNR,Mr. Dale  Schneider,Chief Financial Officer,NA
LNR,Salvatore  Cocca,Group Pres of Linamar Manufacturing Europe,NA
LNR,Mr. Mark  Stoddart,"CTO, Exec. VP of Sales & Marketing and Non-Independent Director",1964
LNR,Mr. Roger  Fulton,"Exec. VP of HR, Gen. Counsel & Corp. Sec.",NA
LNR,Mr. Kenneth  McDougall,Group Pres of Skyjack Inc,NA
LNR,Mr. Wenzhang  Huang,Group Pres of Linamar Machining & Assembly - Asia Pacific,NA
LNR,Chris  Merchant,Global VP of Fin.,NA
LPEN,Mr. Benjamin Bas Nyland,"CEO, Pres & Director",1971
LPEN,"Mr. Damian Jon Towns C.A., CPA",CFO & Corp. Sec.,NA
LPEN,Dr. Daryl D. Musselman,Chief Operating Officer,1967
LPEN,"Mr. George L. Rubin CFA, M.Sc.",Chief Commercial Officer,NA
LPEN,Mr. Kirk  Livingston,Sr. VP of Asia Pacific Region,NA
LPEN,Dr. Sean  Mackinnon,Chief Scientist,NA
LPEN,Bill  Zhang,Investor Relation Officer,NA
LPEN,Ethan  Hugh,Marketing Director,NA
LPEN,Mr. Quan  Hu,Pres of Loop Energy Technologies (Shanghai) Co. Ltd.,NA
LSPD,Mr. Dax  Dasilva,Founder & Exec. Chairman,1976
LSPD,Mr. Jean-Paul  Chauvet,CEO & Corp. Director,1972
LSPD,Mr. Jean-David  Saint-Martin,Pres,NA
LSPD,Ms. Asha  Bakshani,Chief Financial Officer,NA
LSPD,Mr. Brandon Blair Nussey CPA,Chief Operating Officer,NA
LSPD,Mr. Michael  DeSimone,Chief Bus. Officer,NA
LSPD,Mr. Ryan  Tabone,Chief Product & Technology Officer,NA
LSPD,"Mr. Gus  Papageorgiou C.F.A., M.B.A.",Head of Investor Relations,NA
LSPD,Mr. Daniel Robert Micak,"Exec. VP, Gen. Counsel & Corp. Sec.",NA
LSPD,Ms. Kady  Srinivasan,Chief Marketing Officer,NA
LUC,Ms. Eira Margaret Thomas B.Sc.,"Founder, Pres, CEO & Director",1969
LUC,Ms. Catherine E. McLeod-Seltzer,Co-Founder & Independent Director,1960
LUC,"Ms. Zara E. Boldt B.A., C.G.A., CPA, CPA",CFO & Corp. Sec.,1974
LUC,Dr. John P. Armstrong,VP of Technical Services,NA
LUC,"Ms. Naseem Banu Lahri B.Com., FCCA",MD & Director of Lucara Botswana (Pty) Limited,NA
LUC,Mr. Johane  Mchive,Gen. Mang. of the Karowe Mine,NA
LUC,Ms. Sophia  Shane,Exec. Officer of Corp. Devel.,1962
LUC,Mr. Steven  Lincoln,Director of Sales & Marketing,NA
LUC,Robert  Eriksson,Investor Relations & PR Officer of Sweden,NA
LUG,"Mr. Ronald F. Hochstein B.Sc., MBA, P.Eng.","Pres, CEO & Director",1961
LUG,Mr. Alessandro  Bitelli,Exec. VP & CFO,1958
LUG,Ms. Sheila Margaret Colman,VP of Legal & Corp. Sec.,NA
LUG,Mr. Nathan  Monash,VP of Bus. Sustainability,NA
LUG,Mr. David  Dicaire,GM & VP of Projects,1959
LUG,Finlay  Heppenstall,Director of Investor Relations,NA
LUG,Ms. Iliana  Rodriguez,VP of HR,NA
LUG,Mr. Andre  Oliveira,VP of Exploration,NA
LUN,Mr. Peter  Rockandel,CEO & Director,NA
LUN,Mr. Jack O. A. Lundin,Pres,1989
LUN,Mr. Andrew  Hastings,Sr. VP & Gen. Counsel,NA
LUN,Mr. Teitur  Poulsen,Sr. VP & CFO,1974
LUN,Mr. Juan Andres Morel,Sr. VP & COO,NA
LUN,"Mr. Mark  Turner MBA, P.E.",VP of Bus. Valuations & Investor Relations,NA
LUN,Mr. Quinn  Yong,VP of Corp. Devel. & Strategy,NA
LUN,Mr. J. Mikael Schauman,Sr. VP of Commercial,1959
LUN,Ms. Ciara  Talbot,VP of Exploration,NA
LUN,Mr. Patrick  Boitumelo,Sr. VP of Technical Services & Growth,1973
LXR,Ms. Valerie C. Sorbie,Exec. Chair & Pres,1964
LXR,Mr. Camillo  di Prata,CEO & Director,NA
