 TICKER, NAME, TITLE, YEAR BORN
HLF,Mr. Anthony  Rasetta,Chief Commercial Officer,NA
HLF,John  Kramer,Director of Sales & Operations Planning,NA
HLF,"Heather  Keeler-Hurshman C.A., CPA, CA, CPA",VP of Investor Relations & Communications,NA
HLF,Mr. Craig  Murray,Sr. VP of Marketing & Innovation,NA
HLF,Ms. Johanne  McNally-Myers,Exec. VP of HR,NA
HLF,Mr. W. J. Dimento,VP of Sustainability & Gov. Affairs,NA
HLF,Mr. Brian  Wynn,Pres of Rubicon Resources,NA
HLS,"Mr. Gregory David Gubitz B.A., L.L.B., LL.B",Co-Founder & Chairman,1957
HLS,Mr. Gilbert  Godin,"Co-Founder, CEO & Director",1959
HLS,Mr. Tim  Hendrickson M.B.A.,Chief Financial Officer,1972
HLS,Mr. Sanjiv  Sharma,Chief Commercial Officer,1956
HLS,"Mr. Ryan C. Lennox B.A., J.D.","Sr. VP of Legal, HR & Compliance and Corp. Sec.",1981
HLS,David  Spence,Corp. Controller,1968
HMM-A,Mr. Robert Frederick Hammond,Chairman & CEO,NA
HMM-A,Mr. Alexander  Stirling,CFO & Corp. Sec.,NA
HMM-A,Mr. Ross N. Hammond,Assistant Sec. & Bus. Devel. Mang.,NA
HOM-U,Mr. Daniel M. Oberste,"Pres, CEO & Non-Independent Trustee",1982
HOM-U,Mr. John Stanley Bailey,Exec. Vice-Chair of the Board,1957
HOM-U,Mr. F. Blake Brazeal,Co-Pres & COO,NA
HOM-U,Ms. Susan Rosenbaum Koehn,CFO & Corp. Sec.,NA
HOM-U,Mr. Scott Allen Ray,Chief Admin. Officer,NA
HOM-U,Randy  Jackson,VP of Investment,NA
HOM-U,Mr. Brandon R. Barger,Chief Accounting Officer,NA
HOM-U,Mr. Spencer  Andrews,Director of Marketing,NA
HOM-U,Mr. Phillip  Anders,Director of HR,NA
HOM-U,Mr. Mike  Cirillo,VP of Asset Management,NA
HOM-UN,Mr. Daniel M. Oberste,"Pres, CEO & Non-Independent Trustee",1982
HOM-UN,Mr. John Stanley Bailey,Exec. Vice-Chair of the Board,1957
HOM-UN,Mr. F. Blake Brazeal,Co-Pres & COO,NA
HOM-UN,Ms. Susan Rosenbaum Koehn,CFO & Corp. Sec.,NA
HOM-UN,Mr. Scott Allen Ray,Chief Admin. Officer,NA
HOM-UN,Randy  Jackson,VP of Investment,NA
HOM-UN,Mr. Brandon R. Barger,Chief Accounting Officer,NA
HOM-UN,Mr. Spencer  Andrews,Director of Marketing,NA
HOM-UN,Mr. Phillip  Anders,Director of HR,NA
HOM-UN,Mr. Mike  Cirillo,VP of Asset Management,NA
HOT-U,Mr. Jonathan  Korol,Chief Exec. Officer of American Hotel Income Properties REIT (GP) Inc.,NA
HOT-U,Mr. D. Travis Beatty,CFO & Corp. Sec. for American Hotel Income Properties REIT (GP) Inc.,NA
HOT-U,Mr. Bruce  Pittet,Chief Operating Officer - American Hotel Income Properties REIT (GP) Inc.,NA
HOT-U,Mr. Edward  Chang,Managing Director of Real Estate of American Hotel Income Properties REIT (GP) Inc.,NA
HOT-UN,Mr. Jonathan  Korol,Chief Exec. Officer of American Hotel Income Properties REIT (GP) Inc.,NA
HOT-UN,Mr. D. Travis Beatty,CFO & Corp. Sec. for American Hotel Income Properties REIT (GP) Inc.,NA
HOT-UN,Mr. Bruce  Pittet,Chief Operating Officer - American Hotel Income Properties REIT (GP) Inc.,NA
HOT-UN,Mr. Edward  Chang,Managing Director of Real Estate of American Hotel Income Properties REIT (GP) Inc.,NA
HPS-A,Mr. William G. Hammond,Chairman & CEO,NA
HPS-A,Mr. Richard C. Vollering,CFO & Corp. Sec.,NA
HPS-A,Mr. Bob  Yusyp,Chief Operations Officer,NA
HPS-A,Ms. Catherine Anne McKeown,Chief People Officer,NA
HPS-A,Mr. Christopher R. Huether,Exec. officer,NA
HPS-A,Mr. Michael  Frayne,Director of Marketing,NA
HPS-A,Mr. Dale  Sidey,Chief Commercial Officer,NA
HPS-A,Mr. David  Kinsella,Chief Commercial Officer,NA
HR-UN,Mr. Thomas J. Hofstedter,CEO & Exec. Chairman,1954
HR-UN,"Mr. Larry  Froom C.A., CPA, CA, CPA",Chief Financial Officer,NA
HR-UN,Ms. Robyn  Kestenberg,Exec. VP of Office & Industrial,NA
HR-UN,Mr. Philippe  Lapointe,Pres,NA
HR-UN,Mr. Blair  Kundell,Exec. VP of Operations,NA
HR-UN,"Ms. Cheryl  Fried CPA, C.A., CPA, CA",Exec. VP of Fin.,NA
HR-UN,Ms. Brenda  Huggins,Sr. VP of HR of Primaris,NA
HR-UN,Colleen  Grahn,Pres of Property Management- Lantower Residential,NA
HR-UN,Ms. Emily  Watson,Chief Operating Officer of Property Management - Lantower Residential,NA
HR-UN,Mr. Matthew  Kingston,Exec. VP of Devel. & Construction,NA
HRX,"Mr. Gilles  Labbe F.C.A., FCA, FCPA",Exec. Chairman,1956
HRX,Mr. Martin  Brassard,"Pres, CEO & Director",NA
HRX,"Mr. Stéphane  Arsenault C.A., CPA, CPA, CA",CFO & VP,NA
HRX,Jean-Philippe  Sanche,VP of Legal Affairs,NA
HRX,Mr. Jean  Gravel,Vice-Pres of Sales & Program Management,NA
HRX,Mr. Stéphane  Rainville,VP of HR,NA
HRX,Mr. Gaétan  Roy,Managing Director of UK Runcorn - Landing Gear,NA
HRX,Guinn D. Crousen,Pres of Progressive Incorporated - Aerostructure Division,NA
HRX,Mr. François  Renaud,Corp. Sec.,NA
HRX,Patrick  Gagnon,VP & Corp. Controller,NA
HUT,Ms. Jaime  Leverton,CEO & Director,1978
HUT,Mr. Shane  Downey,Chief Financial Officer,NA
HUT,Ms. Sue  Ennis,VP of Corp. Devel.,NA
HUT,Ms. Viktoriya  Griffin,Corp. Sec.,NA
HUT,Mr. James  Beer,Sr. VP of Operations,NA
HUT,Mr. Aniss  Amdiss,Chief Legal Officer,NA
HUT,Ms. Erin  Dermer,Sr. VP of Communications & Culture,NA
HUT,Mr. Josh  Rayner,VP of Sales,NA
HWO,Mr. Michael Rupert Binnion C.A.,Exec. Chairman,1961
HWO,Mr. Michael Joseph Maguire,CEO & Pres,NA
HWO,"Mr. Lance  Mierendorf C.A., CPA, CA",Chief Financial Officer,NA
HWO,Mr. Stephen P. Lambert,Chief Quality & Risk Officer,NA
HWO,Mr. Samuel  Ward,VP of Operations ? PNG,NA
HWX,Mr. Neil Jack Roszell P.Eng.,Chairman & CEO,1968
HWX,Mr. Jason Jowill Jaskela P.Eng.,"Pres, COO & Director",1978
HWX,"Ms. Alexandra  Horvath C.A., CPA",VP of Fin. & CFO,NA
HWX,Mr. Jonathan L. Grimwood P.Geo.,Vice-Pres of Exploration,1971
HWX,Mr. Terry Ryan Danku,VP of Engineering,NA
HWX,Mr. Edward  Brown LLB,Corp. Sec.,NA
HWX,Mr. Scott Earl Rideout,Vice-Pres of Land,1980
HWX,Andrea Anita Creemer,Exploitation Engineer,NA
HWX,Mr. Tom  Banks,Sr. Engineering Consultant,NA
HZM,"Mr. Jeremy John Martin ASCM, M.Sc., MSc",CEO & Exec. Director,1978
HZM,"Mr. Simon James Retter A.C.A., ACA, B.Sc., Bsc (Hons)",CFO & Company Sec.,1982
HZM,"Mr. Leo  Neves L.L.B., L.L.M.",Gen. Counsel,NA
HZM,"Mr. Michael  Drake B.E., M.B.A.",Head of Projects,NA
HZM,Mr. Guy de Freitas,Head of Bus. Devel.,NA
HZM,Mr. Tiago  Miranda,Head of Fin.,NA
HZM,Ms. Philipa A. Varris M.Sc.,Head of Sustainability,NA
HZM,Mr. Antonio Valério da Silva,Local Brazilian Director,1943
HZM,"Mr. Roger  Billington BSc (Hons), P.Geo. (APGO)",Sr. Nickel Advisor,NA
IAF-PB,"Mr. Denis Yves Ricard B.Sc., F.S.A., FCIA, FSA","CEO, Pres & Director",1962
IAF-PB,"Mr. Jacques  Potvin B.Sc., F.S.A., FCIA, FSA","Exec. VP, CFO & Chief Actuary",NA
IAF-PB,"Mr. Alain  Bergeron B.B.A., C.F.A., CFA, CMT, M.Sc.",Exec. VP & Chief Investment Officer,NA
IAF-PB,"Mr. Michael Lee Stickney B.S., C.F.A., F.S.A., FCIA, FSA, M.B.A., MBA",Exec. VP & Chief Growth Officer,NA
IAF-PB,Mr. Pierre C. Miron,Exec. VP & Chief Transformation Officer,1958
IAF-PB,"Lyne  Pelchat C.A., CPA, CPA, CA",Vice-Pres of Accounting & Taxation,NA
IAF-PB,"Ms. Manon  Gauthier CPA, CA, CFA","Sr. Vice-Pres of Admin., Individual Savings & Retirement",NA
IAF-PB,Ms. Marie-Annick  Bonneau,Head of Investor Relations,NA
IAF-PB,Pierre  Picard,Mang. of PR,NA
IAF-PB,"Ms. Lilia  Sham B.Sc., F.S.A., M.Sc., MAAA",Exec. VP of Corp. Strategy & Devel.,NA
IAF-PI,"Mr. Denis Yves Ricard B.Sc., F.S.A., FCIA, FSA","CEO, Pres & Director",1962
IAF-PI,"Mr. Jacques  Potvin B.Sc., F.S.A., FCIA, FSA","Exec. VP, CFO & Chief Actuary",NA
IAF-PI,"Mr. Alain  Bergeron B.B.A., C.F.A., CFA, CMT, M.Sc.",Exec. VP & Chief Investment Officer,NA
IAF-PI,"Mr. Michael Lee Stickney B.S., C.F.A., F.S.A., FCIA, FSA, M.B.A., MBA",Exec. VP & Chief Growth Officer,NA
IAF-PI,Mr. Pierre C. Miron,Exec. VP & Chief Transformation Officer,1958
IAF-PI,"Lyne  Pelchat C.A., CPA, CPA, CA",Vice-Pres of Accounting & Taxation,NA
IAF-PI,"Ms. Manon  Gauthier CPA, CA, CFA","Sr. Vice-Pres of Admin., Individual Savings & Retirement",NA
IAF-PI,Ms. Marie-Annick  Bonneau,Head of Investor Relations,NA
IAF-PI,Pierre  Picard,Mang. of PR,NA
IAF-PI,"Ms. Lilia  Sham B.Sc., F.S.A., M.Sc., MAAA",Exec. VP of Corp. Strategy & Devel.,NA
IAG,"Mr. Denis Yves Ricard B.Sc., F.S.A., FCIA, FSA","CEO, Pres & Director",1962
IAG,"Mr. Jacques  Potvin B.Sc., F.S.A., FCIA, FSA","Exec. VP, CFO & Chief Actuary",NA
IAG,"Mr. Alain  Bergeron B.B.A., C.F.A., CFA, CMT, M.Sc.",Exec. VP & Chief Investment Officer,NA
IAG,"Mr. Michael Lee Stickney B.S., C.F.A., F.S.A., FCIA, FSA, M.B.A., MBA",Exec. VP & Chief Growth Officer,NA
IAG,Mr. Pierre C. Miron,Exec. VP & Chief Transformation Officer,1958
IAG,"Lyne  Pelchat C.A., CPA, CPA, CA",Vice-Pres of Accounting & Taxation,NA
IAG,"Ms. Manon  Gauthier CPA, CA, CFA","Sr. Vice-Pres of Admin., Individual Savings & Retirement",NA
IAG,Ms. Marie-Annick  Bonneau,Head of Investor Relations,NA
IAG,Pierre  Picard,Mang. of PR,NA
IAG,"Ms. Lilia  Sham B.Sc., F.S.A., M.Sc., MAAA",Exec. VP of Corp. Strategy & Devel.,NA
IAU,Mr. Ewan Stewart Downie,CEO & Director,1967
IAU,Mr. Matthew D. Gili,Pres & COO,1969
IAU,Mr. Ryan  Snow,Chief Financial Officer,NA
IAU,Mr. Matthew  Gollat HBComm,Exec. Vice-Pres of Bus. & Corp. Devel.,1981
IAU,Ms. Jacklynn  Hunt,Corp. Sec.,NA
ICE,Mr. Joey  St-Aubin,"Pres, CEO & Non-Independent Director",NA
ICE,"Mr. Ivan C. Wu CPA, CA",CFO & Recording Sec.,NA
ICE,Mr. Mark  Faubert,Sr. VP of Operations & COO,NA
ICE,Ms. Rita  Price,VP of People & Chief Privacy Officer,NA
ICE,Mr. Michael F. Gellard CPA,Exec. VP,NA
ICE,Mr. Costa  Klandianos,VP of Technology & Innovation,NA
ICE,Ms. S. Liana Guiry,"VP of Sales, Marketing & Customer Experience",NA
IDG,Ms. Heather M. Reisman,Founder & Exec. Chair,1950
IDG,Mr. Peter  Ruis,CEO & Director,NA
IDG,Mr. R. Craig Loudon,CFO & Exec. VP of Supply Chain,NA
IDG,Mr. Gildave  Dennis,Chief Operating Officer,NA
IDG,Ms. Andrea  Limbardi,Pres,NA
IDG,Mr. Martin  Thibodeau,Chief Technology & Information Officer,NA
IDG,Kate  Gregory,Director of Marketing & Communications,NA
IDG,Ms. Katharine  Poulter,Chief Commercial Officer,NA
IFA,Mr. Hylton  Karon,"Pres, CEO & Non-Independent Director",1959
IFA,Mr. Hilton  Price,"CFO, Corp. Sec. & Non-Independent Director",1952
IFC,Mr. Charles J. G. Brindamour B.Sc.,CEO & Director,1970
IFC,Mr. Louis  Marcotte,Exec. VP & CFO,1965
IFC,Dr. Louis  Gagnon MBA,Chief Exec. Officer of Canada,NA
IFC,Mr. Timothy Michael Miller,Chief Exec. Officer of Global Specialty Lines,1959
IFC,Mr. Patrick  Barbeau,Exec. VP & COO,NA
IFC,Mr. David W. Tremblay,Deputy Sr. VP & Chief Investment Officer of Intact Investment Management Inc,NA
IFC,Mr. Shubha Rahman Khan,VP of Investor Relations,NA
IFC,Mr. Frederic  Cotnoir,"Exec. VP, Chief Legal Officer & Sec.",NA
IFC,Ms. Anne  Fortin,Exec. VP of Direct Distribution and Chief Marketing & Communications Officer,NA
IFC,Jennifer  Beaudry,Mang. of Media Relations,NA
IFC-PA,Mr. Charles J. G. Brindamour B.Sc.,CEO & Director,1970
IFC-PA,Mr. Louis  Marcotte,Exec. VP & CFO,1965
IFC-PA,Dr. Louis  Gagnon MBA,Chief Exec. Officer of Canada,NA
IFC-PA,Mr. Timothy Michael Miller,Chief Exec. Officer of Global Specialty Lines,1959
IFC-PA,Mr. Patrick  Barbeau,Exec. VP & COO,NA
IFC-PA,Mr. David W. Tremblay,Deputy Sr. VP & Chief Investment Officer of Intact Investment Management Inc,NA
IFC-PA,Mr. Shubha Rahman Khan,VP of Investor Relations,NA
IFC-PA,Mr. Frederic  Cotnoir,"Exec. VP, Chief Legal Officer & Sec.",NA
IFC-PA,Ms. Anne  Fortin,Exec. VP of Direct Distribution and Chief Marketing & Communications Officer,NA
IFC-PA,Jennifer  Beaudry,Mang. of Media Relations,NA
IFC-PC,Mr. Charles J. G. Brindamour B.Sc.,CEO & Director,1970
IFC-PC,Mr. Louis  Marcotte,Exec. VP & CFO,1965
IFC-PC,Dr. Louis  Gagnon MBA,Chief Exec. Officer of Canada,NA
IFC-PC,Mr. Timothy Michael Miller,Chief Exec. Officer of Global Specialty Lines,1959
IFC-PC,Mr. Patrick  Barbeau,Exec. VP & COO,NA
IFC-PC,Mr. David W. Tremblay,Deputy Sr. VP & Chief Investment Officer of Intact Investment Management Inc,NA
IFC-PC,Mr. Shubha Rahman Khan,VP of Investor Relations,NA
IFC-PC,Mr. Frederic  Cotnoir,"Exec. VP, Chief Legal Officer & Sec.",NA
IFC-PC,Ms. Anne  Fortin,Exec. VP of Direct Distribution and Chief Marketing & Communications Officer,NA
IFC-PC,Jennifer  Beaudry,Mang. of Media Relations,NA
IFC-PE,Mr. Charles J. G. Brindamour B.Sc.,CEO & Director,1970
IFC-PE,Mr. Louis  Marcotte,Exec. VP & CFO,1965
IFC-PE,Dr. Louis  Gagnon MBA,Chief Exec. Officer of Canada,NA
IFC-PE,Mr. Timothy Michael Miller,Chief Exec. Officer of Global Specialty Lines,1959
IFC-PE,Mr. Patrick  Barbeau,Exec. VP & COO,NA
IFC-PE,Mr. David W. Tremblay,Deputy Sr. VP & Chief Investment Officer of Intact Investment Management Inc,NA
IFC-PE,Mr. Shubha Rahman Khan,VP of Investor Relations,NA
IFC-PE,Mr. Frederic  Cotnoir,"Exec. VP, Chief Legal Officer & Sec.",NA
IFC-PE,Ms. Anne  Fortin,Exec. VP of Direct Distribution and Chief Marketing & Communications Officer,NA
IFC-PE,Jennifer  Beaudry,Mang. of Media Relations,NA
IFC-PF,Mr. Charles J. G. Brindamour B.Sc.,CEO & Director,1970
IFC-PF,Mr. Louis  Marcotte,Exec. VP & CFO,1965
IFC-PF,Dr. Louis  Gagnon MBA,Chief Exec. Officer of Canada,NA
IFC-PF,Mr. Timothy Michael Miller,Chief Exec. Officer of Global Specialty Lines,1959
IFC-PF,Mr. Patrick  Barbeau,Exec. VP & COO,NA
IFC-PF,Mr. David W. Tremblay,Deputy Sr. VP & Chief Investment Officer of Intact Investment Management Inc,NA
IFC-PF,Mr. Shubha Rahman Khan,VP of Investor Relations,NA
IFC-PF,Mr. Frederic  Cotnoir,"Exec. VP, Chief Legal Officer & Sec.",NA
IFC-PF,Ms. Anne  Fortin,Exec. VP of Direct Distribution and Chief Marketing & Communications Officer,NA
IFC-PF,Jennifer  Beaudry,Mang. of Media Relations,NA
IFC-PG,Mr. Charles J. G. Brindamour B.Sc.,CEO & Director,1970
IFC-PG,Mr. Louis  Marcotte,Exec. VP & CFO,1965
IFC-PG,Dr. Louis  Gagnon MBA,Chief Exec. Officer of Canada,NA
IFC-PG,Mr. Timothy Michael Miller,Chief Exec. Officer of Global Specialty Lines,1959
IFC-PG,Mr. Patrick  Barbeau,Exec. VP & COO,NA
IFC-PG,Mr. David W. Tremblay,Deputy Sr. VP & Chief Investment Officer of Intact Investment Management Inc,NA
IFC-PG,Mr. Shubha Rahman Khan,VP of Investor Relations,NA
IFC-PG,Mr. Frederic  Cotnoir,"Exec. VP, Chief Legal Officer & Sec.",NA
IFC-PG,Ms. Anne  Fortin,Exec. VP of Direct Distribution and Chief Marketing & Communications Officer,NA
IFC-PG,Jennifer  Beaudry,Mang. of Media Relations,NA
IFC-PI,Mr. Charles J. G. Brindamour B.Sc.,CEO & Director,1970
IFC-PI,Mr. Louis  Marcotte,Exec. VP & CFO,1965
IFC-PI,Dr. Louis  Gagnon MBA,Chief Exec. Officer of Canada,NA
IFC-PI,Mr. Timothy Michael Miller,Chief Exec. Officer of Global Specialty Lines,1959
IFC-PI,Mr. Patrick  Barbeau,Exec. VP & COO,NA
IFC-PI,Mr. David W. Tremblay,Deputy Sr. VP & Chief Investment Officer of Intact Investment Management Inc,NA
IFC-PI,Mr. Shubha Rahman Khan,VP of Investor Relations,NA
IFC-PI,Mr. Frederic  Cotnoir,"Exec. VP, Chief Legal Officer & Sec.",NA
IFC-PI,Ms. Anne  Fortin,Exec. VP of Direct Distribution and Chief Marketing & Communications Officer,NA
IFC-PI,Jennifer  Beaudry,Mang. of Media Relations,NA
IFP,Mr. Ian M. Fillinger,"Pres, CEO & Director",1969
IFP,Mr. Richard A. Pozzebon,Exec. VP & CFO,1978
IFP,Mr. J. Barton Bender,Sr. VP of Sales & Marketing,NA
IFP,Mr. Simon Bruce Luxmoore,Exec. VP of U.S. Operations,NA
IFP,Ms. Xenia  Kritsos,Gen. Counsel & Corp. Sec.,NA
IFP,Mike  Mackay,VP of Corp. Devel. & Strategy,NA
IFP,Tim  Hartnett,Sr. VP of HR,NA
IFP,Mr. Andrew  Horahan,Exec. VP of Canadian Operations,NA
IFP,Mr. Eric  Larouche,Sr. VP of Eastern Operations,NA
IGM,Mr. James  O'Sullivan,"Pres, CEO & Director",1964
IGM,Mr. Michael  Dibden,COO & Exec. VP,NA
IGM,Mr. Damon  Murchison,Pres & CEO of IG Wealth Management,NA
IGM,Mr. Luke  Gould,Pres & CEO of Mackenzie Investments,NA
IGM,Mr. Keith  Potter,Exec. VP & CFO,NA
IGM,Ms. Rhonda Suzanne Goldberg,Exec. VP & Gen. Counsel,NA
IGM,Mr. Douglas Gordon McIntosh Milne,Exec. VP and Chief Marketing & Strategy Officer,NA
IGM,Ms. Cynthia  Currie,Exec. VP & Chief HR Officer,NA
IGM,Mr. Jeffrey Robert Carney CFA,Advisor,1962
IGM,Ms. Kristin Elizabeth Ashcroft,Exec. Vice-Pres of Products & Solutions for Mackenzie Investments,NA
IGX,Dr. Horst G. Zerbe Ph.D.,"Chairman, CEO & Chairman of Scientific Advisory Board",1947
IGX,"Mr. André  Godin C.A., CPA, CA, CPA",Pres & CFO,1964
IGX,"Mr. Tommy  Kenny J.D., L.L.B., M.Sc.",VP of Intellectual Property & Legal Affairs and Gen. Counsel,1987
IGX,Ms. Nadine  Paiement,Vice-Chair of Scientific Advisory Board and VP of R&D - IntelGenx Corp,1977
IGX,Stephen  Kilmer,Investor Relations Officer,NA
IGX,Ms. Ingrid  Zerbe,Corp. Sec.,1954
III,"Mr. J. Brian Kynoch B.A.Sc., P.Eng.","CEO, Pres & Director",NA
III,"Mr. Darb S. Dhillon CA, CPA",CFO & Corp. Sec.,NA
III,Mr. Don  Parsons,Chief Operating Officer,NA
III,"Mr. James  Miller-Tait B.Sc., P.Geo.",VP of Exploration,1965
III,Mr. Randall  Thompson,VP of Operations,NA
III,"Ms. Sheila  Colwill B.A., BA",VP of Marketing,NA
IIP-UN,Mr. Michael Darryl McGahan,Exec. Chairman,1963
IIP-UN,Mr. Bradley  Cutsey C.F.A.,"Pres, CEO & Director",1973
IIP-UN,"Mr. Curt  Millar C.A., CPA, CA, CPA",Chief Financial Officer,NA
IIP-UN,Mr. Dave  Nevins C.P.M.,Chief Operating Officer,NA
IIP-UN,Mr. Asad  Hanif,VP of Acquisitions,NA
IIP-UN,Mr. Will  Chan,Chief Information Officer,NA
IIP-UN,Ms. Sandy  Rose C.F.A.,Director of Investor Relations & Sustainability,NA
IIP-UN,Mr. Chris  Willoughby,VP of Marketing,NA
IIP-UN,Ms. Catherine  Hebert,Chief Talent Officer,NA
IMG,Mr. Bruno  Lemelin,Sr. VP of Operations & Projects,NA
IMG,Mr. Peter Gordon Stothart,Advisor,1963
IMG,"Mr. Craig Stephen MacDougall M.Sc., B.Sc. (Hons), P.Geo.",Exec. VP of Growth,1963
IMG,Mr. Oumar  Toguyeni,Sr. VP of International Affairs & Sustainability,NA
IMG,"Ms. Maryse  Belanger BSc, P. Geo","Interim Pres, CEO & Chair of the Board",1962
IMG,Mr. Marthinus Wilhelmus Theunissen,Interim Chief Financial Officer,1980
IMG,Daniel  Vallières Ing.,Sr. Director of Technical Services,NA
IMG,Mr. Graeme Douglas Jennings C.F.A.,VP of Investor Relations & Corp. Communications,NA
IMG,Mr. Timothy R. Bradburn,"Sr. VP, Gen. Counsel & Corp. Sec.",NA
IMG,Ms. Dorena  Quinn,Sr. VP of People,NA
IMO,Mr. Bradley William Corson BS,"Chairman, Pres & CEO",1962
IMO,Mr. Daniel E. Lyons,Sr. VP of Fin. & Admin. and Controller,1963
IMO,Mr. Simon P. Younger,Sr. VP of Upstream,1976
IMO,Dave  Hughes,Mang. of Investor Relations,NA
IMO,Mr. Ian R. Laing,"VP, Gen. Counsel & Corp. Sec.",1974
IMO,Ms. Sherri L. Evers,VP of Commercial & Corp. Devel.,1977
IMO,Ms. Kristi L. Desjardins,VP of HR,1974
IMO,Ms. Kit Yee Lee,Treasurer,1977
IMO,Kimberly J. Haas,VP of Chemicals & Sarnia Chemical Plant Mang.,1974
IMP,Mr. Patrick A. F. Blott,Exec. Chairman & CEO,1969
IMP,Ms. Jennifer S. Bakken,Exec. VP of Fin. & CFO,NA
IMP,Dr. Jeremy  Schneider,Chief Operating Officer,NA
IMP,Mr. Ralph  Hope,Chief Technology Officer,NA
IMP,Dr. Carolyn  Johnston Ph.D.,Chief Scientist,NA
IMP,Mr. Greg  Hoffman,VP of HR,NA
IMP,Mr. Ivan Pierre Maddox,Exec. VP of Commercial Solutions,NA
IMP,Mr. Nigel D. Jackson,VP & Pres Director of PT Exsamap Asia,NA
IMV,Mr. Andrew  Hall M.Sc.,CEO & Director,NA
IMV,Dr. Jeremy R. Graff,Chief Scientific Officer,NA
IMV,"Ms. Brittany  Davison C.A., CPA",Corp. Sec. & Chief Accounting Officer,1989
IMV,Delphine  Davan,Sr. Director of Communications & Investor Relations,NA
IMV,Ms. Linda  Barabe M.B.A.,Sr. VP of HR & Internal Communications,NA
IMV,Dr. Marianne  Stanford,VP of R&D,NA
IMV,Mr. Stephan  Fiset,VP of Clinical Research,NA
IMV,Dr. Heather  Hirsch,VP of Translational Research,NA
INC-UN,Ms. Laura L. Johnson,Portfolio Mang.,NA
INCR-U,Mr. Alexander  Rabinovitch,CEO & Director,1971
INCR-U,Mr. Amos  Cohen,Chief Financial Officer,1979
INCR-U,Mr. Rami  Levy,Chief Operating Officer of Canndoc,1965
INCR-U,Mr. Omri  Batzir,Corp. Controller,NA
INCR-U,Advocate Asaf  Ohayon,Co-Founder & Co-CEO of Cannolam Ltd.,1989
INCR-U,Mr. Ori-Moni  Mimon,Co-Founder & Co-CEO of Cannolam Ltd.,1988
INE,"Mr. Michel  Letellier M.B.A., MBA","Pres, CEO & Director",1965
INE,"Mr. Jean  Trudel M.B.A., MBA",Chief Financial Officer,NA
INE,"Mr. Yves  Baribeault Eng., L.L.B., M.B.A., LL.B., MBA",Chief Legal Officer & Sec.,NA
INE,"Ms. Pascale  Tremblay ING, M.Sc.",Chief Asset Officer,NA
INE,"Mr. Niko  Nikolaidis M.B.A., M.Sc.",VP of Investments & Financing,NA
INE,Ms. Karine  Vachon,Sr. Director ? Communications,NA
INE,Ms. Alexandra Boislard Pepin M.B.A.,Chief HR Officer,NA
INE,"Mr. Renaud  De Batz de Trenquelleon M.B.A., P.Geo., M.Sc., MBA",Sr. VP of Latin America,NA
INE,"Mr. Richard  Blanchet P.Eng., M.Sc.",Sr. VP of Hydro & Special Projects,NA
INE,Mr. Guillaume  Jumel,VP & MD of France,NA
INE-PA,"Mr. Michel  Letellier M.B.A., MBA","Pres, CEO & Director",1965
INE-PA,"Mr. Jean  Trudel M.B.A., MBA",Chief Financial Officer,NA
INE-PA,"Mr. Yves  Baribeault Eng., L.L.B., M.B.A., LL.B., MBA",Chief Legal Officer & Sec.,NA
INE-PA,"Ms. Pascale  Tremblay ING, M.Sc.",Chief Asset Officer,NA
INE-PA,"Mr. Niko  Nikolaidis M.B.A., M.Sc.",VP of Investments & Financing,NA
INE-PA,Ms. Karine  Vachon,Sr. Director ? Communications,NA
INE-PA,Ms. Alexandra Boislard Pepin M.B.A.,Chief HR Officer,NA
INE-PA,"Mr. Renaud  De Batz de Trenquelleon M.B.A., P.Geo., M.Sc., MBA",Sr. VP of Latin America,NA
INE-PA,"Mr. Richard  Blanchet P.Eng., M.Sc.",Sr. VP of Hydro & Special Projects,NA
INE-PA,Mr. Guillaume  Jumel,VP & MD of France,NA
INO-UN,Mr. David  Giraud,Chief Exec. Officer,NA
INO-UN,Mr. Stephane Joseph Amine,Pres,1968
INO-UN,Mr. Khalil  Hankach,"CFO, Chief Investment Officer & Sec.",NA
INO-UN,Ms. Anne  Smolen,Chief Financial Officer of Europe,NA
INQ,Mr. Eric K. Ehgoetz CFA,CEO & Director,NA
INQ,"Mr. Jonathon  Szczur CPA, CMA, CPA",CFO & Sec.,1970
INQ,Mr. Dennis Robert Dyke,VP of Supply Chain,NA
INQ,Ms. Laura  Barski,VP of Marketing & Product Design,NA
INQ,Ms. Kacey-Neille  Ennis,Director of HR,NA
IPCI,"Dr. Isa  Odidi MBA, Ph.D.","Co-Founder, Chairman, CEO & Co-Chief Scientific Officer",1958
IPCI,Dr. Amina  Odidi Ph.D.,"Pres, COO, Co-Chief Scientific Officer, Acting CFO & Exec. Director",1960
IPCI,Dr. Patrick N. Yat Ph.D.,Vice-Pres of Chemistry & Analytical Services,1958
IPCI,Fazayill  Shaideen,Controller,NA
IPCO,Mr. Mike  Nicholson,"Pres, CEO & Director",1971
IPCO,Mr. Christophe  Nerguararian,Chief Financial Officer,1975
IPCO,Mr. William A. W. Lundin,Chief Operating Officer,1993
IPCO,Ms. Rebecca  Gordon,VP of Corp. Planning & Investor Relations,1976
IPCO,Mr. Jeffrey  Fountain,Gen. Counsel & Corp. Sec.,1969
IPCO,Mr. Christopher W. Hogue,Sr. VP of Canada,1974
IPO,Mr. Douglas J. Bartole P. Eng.,"Pres, CEO & Director",1966
